#SEED: 0.059573409147560596
SAT0,73.10773137485427,-14.002506865498702,568.5476617114575
SAT1,-14.170309360954263,86.96531474208223,342.05393796147456
SAT2,53.51054232867591,-61.483275340932124,611.8696175821457
SAT3,66.70101774431953,-109.43824510534304,644.3566862243165
SAT4,52.00140044867706,74.64750567201793,395.25706547782636
SAT5,74.1736959003635,133.25653451369624,553.7536575461426
SAT6,49.509465904874105,-107.0425281102245,316.50938132598753
SAT7,4.502108187348242,-71.57432985676249,375.8609697693282
SAT8,-14.262022100625956,0.4039046759008329,354.69618164915624
SAT9,-4.556243753802008,-81.31149149430928,617.6490739115803
SAT10,-84.8039190263567,-112.06090046304948,568.3597928887443
SAT11,-5.322666280424571,-133.51512779772557,315.63347103942846
SAT12,-19.298131198636725,-129.81135681493978,482.1384970709157
SAT13,25.30881618759308,159.0422638664902,489.74170788340007
SAT14,-25.810657647426027,62.37400298537909,405.1976330603326
SAT15,-72.90615461394626,-87.26818589073436,389.52489322090844
SAT16,29.679801504937572,-30.185598886342206,527.6553155316803
SAT17,-67.79101308154357,86.31608933582208,477.939885179857
SAT18,-58.10179075087922,-128.021650304177,581.1689163996539
SAT19,17.158663352934113,-120.35604136094314,343.48823377974014
ROUTE,-54.130565759557534,98.00691711264801,86.02876948934855,136.67964569925385
